Dataset,Max Depth,Impurity,Train,Test,Time
monks-2,3,entropy,0.6833333333333333,0.5785123966942148,0.13956999778747559
monks-2,4,gini,0.7125,0.5537190082644629,0.5866870880126953
monks-2,4,entropy,0.7104166666666667,0.5537190082644629,0.572871208190918
monks-2,5,gini,0.85625,0.8264462809917356,2.3616418838500977
monks-2,5,entropy,0.85625,0.8347107438016529,2.3691656589508057
monks-2,6,gini,1.0,1.0,9.150180101394653
monks-2,6,entropy,1.0,1.0,9.947938203811646
monks-2,7,gini,1.0,0.9669421487603306,36.08456587791443
monks-2,7,entropy,1.0,0.9669421487603306,39.656960010528564
monks-2,8,gini,1.0,0.8925619834710744,119.82723617553711
monks-2,8,entropy,1.0,0.8429752066115702,134.03655290603638

monks-3,3,gini,0.9909706546275395,0.9819819819819819,0.1501460075378418
monks-3,3,entropy,0.9909706546275395,0.9819819819819819,0.12363171577453613
monks-3,4,gini,0.9909706546275395,0.9819819819819819,0.33234596252441406
monks-3,4,entropy,0.9909706546275395,0.9819819819819819,0.34509992599487305
monks-3,5,gini,0.9932279909706546,0.963963963963964,0.9538071155548096
monks-3,5,entropy,0.9932279909706546,0.963963963963964,1.0039889812469482
monks-3,6,gini,0.9932279909706546,0.9459459459459459,2.6978771686553955
monks-3,6,entropy,0.9932279909706546,0.9459459459459459,3.0190811157226562
monks-3,7,gini,0.9932279909706546,0.9459459459459459,8.004034042358398
monks-3,7,entropy,0.9932279909706546,0.9459459459459459,8.655216932296753
monks-3,8,gini,0.9932279909706546,0.8918918918918919,22.13750696182251
monks-3,8,entropy,0.9932279909706546,0.9099099099099099,24.30189085006714

mushroom,3,gini,0.9992306508693645,0.9981538461538462,4.77906608581543
mushroom,3,entropy,0.9853823665179259,0.9846153846153847,4.992012977600098
mushroom,4,gini,0.9995383905216187,0.9993846153846154,15.289248943328857
mushroom,4,entropy,0.9995383905216187,0.9993846153846154,13.88782787322998
mushroom,5,gini,1.0,1.0,44.634395122528076
mushroom,5,entropy,1.0,1.0,36.36419200897217
mushroom,6,gini,1.0,1.0,108.6680109500885
mushroom,6,entropy,1.0,1.0,83.9357419013977
mushroom,7,gini,1.0,1.0,209.02636122703552
mushroom,7,entropy,1.0,1.0,146.38166189193726
mushroom,8,gini,1.0,1.0,363.2378718852997
mushroom,8,entropy,1.0,1.0,241.04438400268555

primary-tumor,3,gini,0.45018450184501846,0.29411764705882354,0.25428295135498047
primary-tumor,3,entropy,0.4612546125461255,0.3382352941176471,0.2539792060852051
primary-tumor,4,gini,0.5202952029520295,0.27941176470588236,0.9797649383544922
primary-tumor,4,entropy,0.5313653136531366,0.4117647058823529,1.0937070846557617
primary-tumor,5,gini,0.6014760147601476,0.38235294117647056,4.555903196334839
primary-tumor,5,entropy,0.6199261992619927,0.36764705882352944,5.6675920486450195
primary-tumor,6,gini,0.7047970479704797,0.35294117647058826,19.408786296844482
primary-tumor,6,entropy,0.7232472324723247,0.3382352941176471,28.021793842315674
primary-tumor,7,gini,0.8007380073800738,0.35294117647058826,82.66705179214478
primary-tumor,7,entropy,0.8191881918819188,0.3235294117647059,118.40342593193054
primary-tumor,8,gini,0.8671586715867159,0.3382352941176471,311.5401110649109
primary-tumor,8,entropy,0.8856088560885609,0.27941176470588236,439.2523171901703

soybean,3,gini,0.5695970695970696,0.5036496350364964,0.8909950256347656
soybean,3,entropy,0.5805860805860806,0.44525547445255476,0.9258279800415039
soybean,4,gini,0.6721611721611722,0.583941605839416,3.317704916000366
soybean,4,entropy,0.7655677655677655,0.7007299270072993,4.441045045852661
soybean,5,gini,0.7985347985347986,0.6934306569343066,11.121721029281616
soybean,5,entropy,0.8827838827838828,0.8175182481751825,15.901095867156982
soybean,6,gini,0.9157509157509157,0.8978102189781022,40.195008993148804
soybean,6,entropy,0.9340659340659341,0.8613138686131386,49.85443830490112
soybean,7,gini,0.9505494505494505,0.9051094890510949,149.44947814941406
soybean,7,entropy,0.9578754578754579,0.9051094890510949,171.99258184432983
soybean,8,gini,0.9652014652014652,0.8978102189781022,523.5097460746765
soybean,8,entropy,0.9688644688644689,0.8540145985401459,539.7325940132141

spect,3,gini,0.8356807511737089,0.7407407407407407,0.1746690273284912
spect,3,entropy,0.8356807511737089,0.7407407407407407,0.1644151210784912
spect,4,gini,0.863849765258216,0.7407407407407407,0.4585859775543213
spect,4,entropy,0.863849765258216,0.7407407407407407,0.537024974822998
spect,5,gini,0.9061032863849765,0.6666666666666666,1.759093999862671
spect,5,entropy,0.9061032863849765,0.6851851851851852,1.9074678421020508
spect,6,gini,0.9342723004694836,0.6851851851851852,6.792859792709351
spect,6,entropy,0.9342723004694836,0.6851851851851852,7.420413255691528
spect,7,gini,0.9436619718309859,0.6296296296296297,24.894670963287354
spect,7,entropy,0.9389671361502347,0.6666666666666666,25.859461784362793
spect,8,gini,0.9530516431924883,0.6666666666666666,80.97559595108032
spect,8,entropy,0.9530516431924883,0.6851851851851852,90.06006813049316

tic-tac-toe,3,gini,0.7597911227154047,0.7552083333333334,0.2115802764892578
tic-tac-toe,3,entropy,0.758485639686684,0.7447916666666666,0.1920170783996582
tic-tac-toe,4,gini,0.8511749347258486,0.8125,0.6593461036682129
tic-tac-toe,4,entropy,0.8511749347258486,0.8125,0.7153491973876953
tic-tac-toe,5,gini,0.9373368146214099,0.9010416666666666,2.685091257095337
tic-tac-toe,5,entropy,0.9373368146214099,0.9010416666666666,2.797349214553833
tic-tac-toe,6,gini,0.9817232375979112,0.9270833333333334,11.49013876914978
tic-tac-toe,6,entropy,0.9817232375979112,0.9270833333333334,11.937694072723389
tic-tac-toe,7,gini,1.0,0.9739583333333334,47.516188859939575
tic-tac-toe,7,entropy,0.9973890339425587,0.9427083333333334,48.67258906364441
tic-tac-toe,8,gini,1.0,0.9114583333333334,176.00161290168762
tic-tac-toe,8,entropy,1.0,0.8802083333333334,183.35423111915588

vote,3,gini,0.9827586206896551,0.896551724137931,0.19466876983642578
vote,3,entropy,0.9798850574712644,0.896551724137931,0.22624993324279785
vote,4,gini,0.9942528735632183,0.9195402298850575,0.5500190258026123
vote,4,entropy,0.9942528735632183,0.9425287356321839,0.5934798717498779
vote,5,gini,1.0,0.9080459770114943,1.9373178482055664
vote,5,entropy,0.9971264367816092,0.9080459770114943,2.0644848346710205
vote,6,gini,1.0,0.9310344827586207,5.022656679153442
vote,6,entropy,1.0,0.8735632183908046,7.2006189823150635
vote,7,gini,1.0,0.896551724137931,10.59062385559082
vote,7,entropy,1.0,0.8390804597701149,14.222784042358398
vote,8,gini,1.0,0.8735632183908046,19.73376488685608
vote,8,entropy,1.0,0.8390804597701149,27.709743976593018

connect-4,3,gini,0.6877601998334721,0.6844286560094731,76.27883195877075
connect-4,3,entropy,0.6872236099546674,0.6824304322084074,79.59351706504822
connect-4,4,gini,0.7047275418632621,0.7001184132622854,268.5398437976837
connect-4,4,entropy,0.7047275418632621,0.7001184132622854,287.56524205207825
connect-4,5,gini,0.7179017485428809,0.7111456483126111,807.7165768146515
connect-4,5,entropy,0.7201591266537145,0.7110716400236826,856.140202999115
connect-4,6,gini,0.7332223147377186,0.7300177619893428,2274.9570751190186
connect-4,6,entropy,0.7334813581274864,0.7261693309650681,3190.4184160232544
connect-4,7,gini,0.7467480803034509,0.7370485494375371,6633.617526054382
connect-4,7,entropy,0.7476362290683689,0.7335701598579041,7102.332587003708
connect-4,8,gini,0.7642150060135072,0.7482978093546477,21761.696411132812
connect-4,8,entropy,0.7641594967156998,0.7451894612196566,20599.79294013977

nursery,3,gini,0.8289930555555556,0.8206018518518519,4.516135931015015
nursery,3,entropy,0.8289930555555556,0.8206018518518519,2.306142807006836
nursery,4,gini,0.8796296296296297,0.871141975308642,6.301595211029053
nursery,4,entropy,0.8743248456790124,0.8692129629629629,6.468152046203613
nursery,5,gini,0.8997878086419753,0.8954475308641975,16.215667009353638
nursery,5,entropy,0.8984375,0.8962191358024691,16.898273944854736
nursery,6,gini,0.9288194444444444,0.9104938271604939,42.41715097427368
nursery,6,entropy,0.9284336419753086,0.9212962962962963,42.7807137966156
nursery,7,gini,0.9540895061728395,0.9421296296296297,112.08839988708496
nursery,7,entropy,0.9534143518518519,0.9425154320987654,112.91194319725037
nursery,8,gini,0.9736689814814815,0.9699074074074074,298.4537310600281
nursery,8,entropy,0.9732831790123457,0.9691358024691358,307.2743878364563

letter-recognition,3,gini,0.18069879367460467,0.17225,97.4637246131897
letter-recognition,3,entropy,0.18751171948246764,0.181,89.33532214164734
letter-recognition,4,gini,0.2670791924495281,0.26,253.46229076385498
letter-recognition,4,entropy,0.2712044502781424,0.26425,242.241637468338
letter-recognition,5,gini,0.3717732358272392,0.36075,754.738867521286
letter-recognition,5,entropy,0.38058628664291516,0.37025,688.4776360988617
letter-recognition,6,gini,0.45371585724107755,0.4365,2357.1953196525574
letter-recognition,6,entropy,0.46921682605162823,0.446,2010.9913806915283
letter-recognition,7,gini,0.5229701856366022,0.5055,7513.931494474411
letter-recognition,7,entropy,0.5579098693668354,0.52775,6017.34006690979
letter-recognition,8,gini,0.5907869241827615,0.5615,23995.513186216354
letter-recognition,8,entropy,0.6275392212013251,0.5885,18754.568509817123
