Dataset,Max Depth,Impurity,Train,Test,Time
car,3,entropy,0.8133140376266281,0.7745664739884393,0.14836597442626953
car,4,gini,0.8552821997105644,0.7947976878612717,0.34026002883911133
car,4,entropy,0.8552821997105644,0.7947976878612717,0.3485848903656006
car,5,gini,0.8950795947901592,0.838150289017341,0.8956239223480225
car,5,entropy,0.8936324167872648,0.838150289017341,0.919691801071167
car,6,gini,0.9247467438494935,0.884393063583815,2.534137725830078
car,6,entropy,0.926917510853835,0.8930635838150289,2.433130979537964
car,7,gini,0.9630969609261939,0.9248554913294798,6.640620946884155
car,7,entropy,0.967438494934877,0.9132947976878613,6.185704231262207
car,8,gini,0.9819102749638206,0.884393063583815,17.759472131729126
car,8,entropy,0.9819102749638206,0.8901734104046243,15.960773229598999

hayes-roth,3,gini,0.703125,0.59375,0.05230116844177246
hayes-roth,3,entropy,0.703125,0.59375,0.046669960021972656
hayes-roth,4,gini,0.8046875,0.8125,0.0883948802947998
hayes-roth,4,entropy,0.8046875,0.8125,0.10190296173095703
hayes-roth,5,gini,0.875,0.9375,0.19064617156982422
hayes-roth,5,entropy,0.8828125,0.8125,0.2485342025756836
hayes-roth,6,gini,0.90625,0.90625,0.4653172492980957
hayes-roth,6,entropy,0.90625,0.90625,0.6422760486602783
hayes-roth,7,gini,0.9140625,0.90625,1.057913064956665
hayes-roth,7,entropy,0.9140625,0.84375,1.5603008270263672
hayes-roth,8,gini,0.9140625,0.78125,2.2718329429626465
hayes-roth,8,entropy,0.9140625,0.78125,3.491399049758911

hiv-1-protease,3,gini,0.8552731411229135,0.8482549317147192,5.109389066696167
hiv-1-protease,3,entropy,0.8564112291350531,0.8300455235204856,5.22946310043335
hiv-1-protease,4,gini,0.8793626707132018,0.8566009104704098,12.645106077194214
hiv-1-protease,4,entropy,0.881638846737481,0.8603945371775418,13.33280634880066
hiv-1-protease,5,gini,0.8913125948406677,0.8657056145675266,30.441038846969604
hiv-1-protease,5,entropy,0.8928300455235205,0.8657056145675266,30.374902963638306
hiv-1-protease,6,gini,0.9017450682852808,0.8763277693474962,71.2736668586731
hiv-1-protease,6,entropy,0.9009863429438544,0.8710166919575114,72.03005480766296
hiv-1-protease,7,gini,0.9133156297420334,0.8748103186646434,164.2031810283661
hiv-1-protease,7,entropy,0.9127465857359636,0.8755690440060698,165.7239408493042
hiv-1-protease,8,gini,0.9269726858877086,0.8846737481031867,378.92239260673523
hiv-1-protease,8,entropy,0.9264036418816388,0.8725341426403642,370.04725790023804

kr-vs-kp,3,gini,0.9401408450704225,0.9296875,0.8389618396759033
kr-vs-kp,3,entropy,0.9401408450704225,0.9296875,0.7651281356811523
kr-vs-kp,4,gini,0.9428794992175273,0.9328125,2.0089190006256104
kr-vs-kp,4,entropy,0.9428794992175273,0.9328125,2.0061490535736084
kr-vs-kp,5,gini,0.9534428794992176,0.959375,4.425310134887695
kr-vs-kp,5,entropy,0.9534428794992176,0.959375,4.593093156814575
kr-vs-kp,6,gini,0.9698748043818466,0.9515625,10.002876281738281
kr-vs-kp,6,entropy,0.9698748043818466,0.9515625,10.184152603149414
kr-vs-kp,7,gini,0.9874804381846636,0.9828125,22.765642881393433
kr-vs-kp,7,entropy,0.9874804381846636,0.9828125,22.91645574569702
kr-vs-kp,8,gini,0.9937402190923318,0.98125,48.079652070999146
kr-vs-kp,8,entropy,0.9937402190923318,0.978125,51.83458995819092

led-display,3,gini,0.5725,0.56,0.10048794746398926
led-display,3,entropy,0.6075,0.58,0.10630679130554199
led-display,4,gini,0.74,0.68,0.19826722145080566
led-display,4,entropy,0.75,0.72,0.20978999137878418
led-display,5,gini,0.775,0.67,0.6228020191192627
led-display,5,entropy,0.7825,0.72,0.737617015838623
led-display,6,gini,0.7975,0.68,1.9806580543518066
led-display,6,entropy,0.8,0.69,2.2222540378570557
led-display,7,gini,0.8,0.7,4.8543381690979
led-display,7,entropy,0.8,0.68,5.687270879745483
led-display,8,gini,0.8,0.7,9.241312980651855
led-display,8,entropy,0.8,0.68,10.714327096939087

lymph,3,gini,0.8983050847457628,0.7333333333333333,0.12438821792602539
lymph,3,entropy,0.8983050847457628,0.7333333333333333,0.11299610137939453
lymph,4,gini,0.9745762711864406,0.8,0.27719593048095703
lymph,4,entropy,0.9830508474576272,0.7666666666666667,0.34009313583374023
lymph,5,gini,0.9915254237288136,0.8,0.8638749122619629
lymph,5,entropy,0.9915254237288136,0.8,1.0504319667816162
lymph,6,gini,1.0,0.7333333333333333,2.1417171955108643
lymph,6,entropy,1.0,0.7666666666666667,2.405731201171875
lymph,7,gini,1.0,0.7666666666666667,3.861987829208374
lymph,7,entropy,1.0,0.7666666666666667,4.1902689933776855
lymph,8,gini,1.0,0.7333333333333333,5.904252052307129
lymph,8,entropy,1.0,0.8666666666666667,6.659473896026611

molecular-biology-promoters,3,gini,0.9523809523809523,0.8181818181818182,0.23827910423278809
molecular-biology-promoters,3,entropy,0.9523809523809523,0.8181818181818182,0.24721002578735352
molecular-biology-promoters,4,gini,1.0,0.7272727272727273,0.5873839855194092
molecular-biology-promoters,4,entropy,1.0,0.7272727272727273,0.6983029842376709
molecular-biology-promoters,5,gini,1.0,0.6818181818181818,0.946148157119751
molecular-biology-promoters,5,entropy,1.0,0.7727272727272727,1.0638761520385742
molecular-biology-promoters,6,gini,1.0,0.6818181818181818,1.0514357089996338
molecular-biology-promoters,6,entropy,1.0,0.6818181818181818,1.2984390258789062
molecular-biology-promoters,7,gini,1.0,0.6818181818181818,1.041175127029419
molecular-biology-promoters,7,entropy,1.0,0.6818181818181818,1.4458158016204834
molecular-biology-promoters,8,gini,1.0,0.6818181818181818,1.0593159198760986
molecular-biology-promoters,8,entropy,1.0,0.6818181818181818,1.6158709526062012

molecular-biology-splice,3,gini,0.8867554858934169,0.8981191222570533,3.0002601146698
molecular-biology-splice,3,entropy,0.8867554858934169,0.8981191222570533,2.9031338691711426
molecular-biology-splice,4,gini,0.9200626959247649,0.9263322884012539,7.257889986038208
molecular-biology-splice,4,entropy,0.9181034482758621,0.9200626959247649,7.225858926773071
molecular-biology-splice,5,gini,0.947884012539185,0.9435736677115988,18.284174919128418
molecular-biology-splice,5,entropy,0.947884012539185,0.9435736677115988,17.682050943374634
molecular-biology-splice,6,gini,0.9592476489028213,0.957680250783699,48.95440888404846
molecular-biology-splice,6,entropy,0.9600313479623824,0.9498432601880877,44.171326875686646
molecular-biology-splice,7,gini,0.9760971786833855,0.945141065830721,135.66249799728394
molecular-biology-splice,7,entropy,0.975705329153605,0.945141065830721,113.6373770236969
molecular-biology-splice,8,gini,0.9905956112852664,0.9043887147335423,361.3598897457123
molecular-biology-splice,8,entropy,0.9898119122257053,0.9310344827586207,285.00358605384827

monks-1,3,gini,0.8468468468468469,0.8660714285714286,0.09068083763122559
monks-1,3,entropy,0.8468468468468469,0.8660714285714286,0.08159327507019043
monks-1,4,gini,0.9324324324324325,0.8928571428571429,0.183549165725708
monks-1,4,entropy,0.9324324324324325,0.8928571428571429,0.1934490203857422
monks-1,5,gini,1.0,1.0,0.5526809692382812
monks-1,5,entropy,1.0,1.0,0.6497359275817871
monks-1,6,gini,1.0,0.9821428571428571,1.8156380653381348
monks-1,6,entropy,1.0,0.9821428571428571,2.033827066421509
monks-1,7,gini,1.0,0.9732142857142857,5.780930042266846
monks-1,7,entropy,1.0,0.9732142857142857,6.61283802986145
monks-1,8,gini,1.0,0.9107142857142857,16.48715114593506
monks-1,8,entropy,1.0,0.9107142857142857,18.686315059661865

monks-2,3,gini,0.6833333333333333,0.5785123966942148,0.12472701072692871
monks-2,3,entropy,0.6833333333333333,0.5785123966942148,0.1025700569152832
monks-2,4,gini,0.7083333333333334,0.628099173553719,0.23998785018920898
monks-2,4,entropy,0.7083333333333334,0.628099173553719,0.2371079921722412
monks-2,5,gini,0.8458333333333333,0.8016528925619835,0.7293691635131836
monks-2,5,entropy,0.8458333333333333,0.8016528925619835,0.7890810966491699
monks-2,6,gini,1.0,1.0,2.3497941493988037
monks-2,6,entropy,1.0,1.0,2.6323468685150146
monks-2,7,gini,1.0,0.9586776859504132,7.10462498664856
monks-2,7,entropy,1.0,0.9586776859504132,7.687851905822754
monks-2,8,gini,1.0,0.9256198347107438,18.389547109603882
monks-2,8,entropy,1.0,0.9256198347107438,20.499951124191284

monks-3,3,gini,0.9909706546275395,0.9819819819819819,0.09774184226989746
monks-3,3,entropy,0.9909706546275395,0.9819819819819819,0.07331991195678711
monks-3,4,gini,0.9909706546275395,0.9819819819819819,0.14455413818359375
monks-3,4,entropy,0.9909706546275395,0.9819819819819819,0.14975285530090332
monks-3,5,gini,0.9909706546275395,0.9819819819819819,0.29512810707092285
monks-3,5,entropy,0.9909706546275395,0.9819819819819819,0.3242161273956299
monks-3,6,gini,0.9932279909706546,0.963963963963964,0.6210370063781738
monks-3,6,entropy,0.9932279909706546,0.963963963963964,0.6416120529174805
monks-3,7,gini,0.9932279909706546,0.963963963963964,1.3123581409454346
monks-3,7,entropy,0.9932279909706546,0.9459459459459459,1.3468589782714844
monks-3,8,gini,0.9932279909706546,0.9099099099099099,2.7779717445373535
monks-3,8,entropy,0.9932279909706546,0.9009009009009009,2.856398105621338

mushroom,3,gini,0.987228804431451,0.9870769230769231,3.126589775085449
mushroom,3,entropy,0.9783043545160794,0.976,2.9872729778289795
mushroom,4,gini,0.9995383905216187,0.9993846153846154,7.514544248580933
mushroom,4,entropy,0.9995383905216187,0.9993846153846154,6.46536922454834
mushroom,5,gini,1.0,1.0,15.990170955657959
mushroom,5,entropy,1.0,1.0,12.455114841461182
mushroom,6,gini,1.0,1.0,28.119637966156006
mushroom,6,entropy,1.0,1.0,17.727853059768677
mushroom,7,gini,1.0,1.0,41.69701814651489
mushroom,7,entropy,1.0,1.0,23.319095849990845
mushroom,8,gini,1.0,1.0,54.67151594161987
mushroom,8,entropy,1.0,1.0,29.154287815093994

primary-tumor,3,gini,0.45018450184501846,0.29411764705882354,0.17534899711608887
primary-tumor,3,entropy,0.4612546125461255,0.3382352941176471,0.16390395164489746
primary-tumor,4,gini,0.5166051660516605,0.27941176470588236,0.5040531158447266
primary-tumor,4,entropy,0.5313653136531366,0.4117647058823529,0.5354881286621094
primary-tumor,5,gini,0.6014760147601476,0.36764705882352944,1.7760589122772217
primary-tumor,5,entropy,0.6125461254612546,0.35294117647058826,2.079989194869995
primary-tumor,6,gini,0.6974169741697417,0.3382352941176471,5.852581024169922
primary-tumor,6,entropy,0.7121771217712177,0.35294117647058826,7.490548133850098
primary-tumor,7,gini,0.7896678966789668,0.35294117647058826,18.519962072372437
primary-tumor,7,entropy,0.8081180811808119,0.35294117647058826,25.44751214981079
primary-tumor,8,gini,0.8523985239852399,0.3235294117647059,57.71601891517639
primary-tumor,8,entropy,0.8856088560885609,0.29411764705882354,76.37779307365417

soybean,3,gini,0.5695970695970696,0.5036496350364964,0.6220269203186035
soybean,3,entropy,0.5769230769230769,0.45985401459854014,0.6420619487762451
soybean,4,gini,0.6538461538461539,0.5620437956204379,1.7726640701293945
soybean,4,entropy,0.7307692307692307,0.6277372262773723,2.1477789878845215
soybean,5,gini,0.7509157509157509,0.6861313868613139,4.051486968994141
soybean,5,entropy,0.8827838827838828,0.8248175182481752,6.310739278793335
soybean,6,gini,0.8534798534798534,0.7591240875912408,10.535578966140747
soybean,6,entropy,0.9340659340659341,0.8467153284671532,15.588032722473145
soybean,7,gini,0.9175824175824175,0.8540145985401459,29.586025953292847
soybean,7,entropy,0.9578754578754579,0.8905109489051095,35.512778997421265
soybean,8,gini,0.9597069597069597,0.9197080291970803,79.12590384483337
soybean,8,entropy,0.967032967032967,0.8613138686131386,90.12896275520325

spect,3,gini,0.8356807511737089,0.7407407407407407,0.12552618980407715
spect,3,entropy,0.8356807511737089,0.7407407407407407,0.10152316093444824
spect,4,gini,0.863849765258216,0.7407407407407407,0.22124600410461426
spect,4,entropy,0.863849765258216,0.7407407407407407,0.2626481056213379
spect,5,gini,0.9061032863849765,0.6666666666666666,0.6246500015258789
spect,5,entropy,0.9061032863849765,0.6851851851851852,0.7160840034484863
spect,6,gini,0.9342723004694836,0.6851851851851852,1.7817268371582031
spect,6,entropy,0.9342723004694836,0.6851851851851852,1.8683688640594482
spect,7,gini,0.9436619718309859,0.6296296296296297,5.353790044784546
spect,7,entropy,0.9389671361502347,0.6666666666666666,5.6063392162323
spect,8,gini,0.9530516431924883,0.6666666666666666,14.704853057861328
spect,8,entropy,0.9530516431924883,0.6851851851851852,15.325987100601196

tic-tac-toe,3,gini,0.758485639686684,0.7395833333333334,0.14210104942321777
tic-tac-toe,3,entropy,0.758485639686684,0.7395833333333334,0.13393187522888184
tic-tac-toe,4,gini,0.8498694516971279,0.8177083333333334,0.31640100479125977
tic-tac-toe,4,entropy,0.8498694516971279,0.8177083333333334,0.36470603942871094
tic-tac-toe,5,gini,0.9373368146214099,0.890625,0.9674890041351318
tic-tac-toe,5,entropy,0.9373368146214099,0.8854166666666666,1.0175480842590332
tic-tac-toe,6,gini,0.9817232375979112,0.921875,3.236076831817627
tic-tac-toe,6,entropy,0.9817232375979112,0.921875,3.392158031463623
tic-tac-toe,7,gini,0.9973890339425587,0.9322916666666666,10.603376865386963
tic-tac-toe,7,entropy,0.9973890339425587,0.9270833333333334,10.581158876419067
tic-tac-toe,8,gini,1.0,0.90625,29.337671279907227
tic-tac-toe,8,entropy,1.0,0.9010416666666666,29.183608055114746

vote,3,gini,0.9827586206896551,0.896551724137931,0.28759026527404785
vote,3,entropy,0.9798850574712644,0.9195402298850575,0.14072275161743164
vote,4,gini,0.9913793103448276,0.9195402298850575,0.26584601402282715
vote,4,entropy,0.9913793103448276,0.9195402298850575,0.28614306449890137
vote,5,gini,1.0,0.9080459770114943,0.7622091770172119
vote,5,entropy,0.9971264367816092,0.9310344827586207,0.7356750965118408
vote,6,gini,1.0,0.8850574712643678,1.5523741245269775
vote,6,entropy,1.0,0.9080459770114943,1.8580992221832275
vote,7,gini,1.0,0.8505747126436781,2.6489388942718506
vote,7,entropy,1.0,0.8620689655172413,3.1770308017730713
vote,8,gini,1.0,0.8505747126436781,3.406259298324585
vote,8,entropy,1.0,0.8620689655172413,4.872152090072632

connect-4,3,gini,0.6872236099546674,0.6824304322084074,52.5713210105896
connect-4,3,entropy,0.6848737163474882,0.6785820011841326,55.541908979415894
connect-4,4,gini,0.7047275418632621,0.7001184132622854,138.68557286262512
connect-4,4,entropy,0.7046720325654547,0.698194197750148,151.80202531814575
connect-4,5,gini,0.7169025811823481,0.7100355239786856,344.1067442893982
connect-4,5,entropy,0.7144046627810158,0.7070751924215513,377.6443421840668
connect-4,6,gini,0.7300397816634286,0.7243191237418591,768.0389850139618
connect-4,6,entropy,0.7307614025349246,0.7229129662522202,884.2543840408325
connect-4,7,gini,0.7453788509575354,0.7327560686796921,1711.6449191570282
connect-4,7,entropy,0.7438986030160052,0.7335701598579041,2013.192659854889
connect-4,8,gini,0.7611434915348321,0.7423031379514505,3883.9605560302734
connect-4,8,entropy,0.7567582570080489,0.7429692125518058,4663.687664031982

nursery,3,gini,0.8283179012345679,0.8233024691358025,4.038959980010986
nursery,3,entropy,0.8283179012345679,0.8233024691358025,1.3425450325012207
nursery,4,gini,0.8656442901234568,0.8661265432098766,2.994936227798462
nursery,4,entropy,0.8645833333333334,0.8587962962962963,3.080312967300415
nursery,5,gini,0.8977623456790124,0.8950617283950617,6.366789817810059
nursery,5,entropy,0.8984375,0.8962191358024691,6.054207801818848
nursery,6,gini,0.9265046296296297,0.9236111111111112,14.465537071228027
nursery,6,entropy,0.9279513888888888,0.9216820987654321,13.15451693534851
nursery,7,gini,0.9480131172839507,0.9429012345679012,31.798313856124878
nursery,7,entropy,0.9474344135802469,0.9429012345679012,28.336313009262085
nursery,8,gini,0.9673996913580247,0.9637345679012346,67.99124097824097
nursery,8,entropy,0.9678819444444444,0.9629629629629629,65.85330605506897

letter-recognition,3,gini,0.1773860866304144,0.17025,62.06126284599304
letter-recognition,3,entropy,0.18594912182011375,0.1875,59.62566113471985
letter-recognition,4,gini,0.2608913057066067,0.2555,128.08760976791382
letter-recognition,4,entropy,0.26970435652228264,0.2635,130.14295840263367
letter-recognition,5,gini,0.3555847240452528,0.35375,279.4922721385956
letter-recognition,5,entropy,0.3783986499156197,0.36775,283.1270840167999
letter-recognition,6,gini,0.4335895993499594,0.42025,686.9025239944458
letter-recognition,6,entropy,0.46646665416588534,0.45,640.2919902801514
letter-recognition,7,gini,0.5056566035377211,0.487,1685.5751991271973
letter-recognition,7,entropy,0.5485967872992062,0.519,1510.640468597412
letter-recognition,8,gini,0.5757234827176698,0.54975,4238.2326691150665
letter-recognition,8,entropy,0.6201012563285205,0.58175,3736.2080414295197
