Dataset,Max Depth,Impurity,Train,Test,Time
dry-bean,4,entropy,0.866182953710507,0.8626514873301506,9.424316883087158
dry-bean,5,gini,0.8840007347538574,0.8769739258171135,31.176862716674805
dry-bean,5,entropy,0.8951138868479059,0.89386705839148,28.20449948310852
dry-bean,6,gini,0.9065944158706833,0.8912963643040764,93.74951148033142
dry-bean,6,entropy,0.9086149889786921,0.9052515607785531,89.49777579307556
dry-bean,7,gini,0.9189933872152829,0.9030481087036357,281.5494213104248
dry-bean,7,entropy,0.9193607641440118,0.8949687844289387,260.07623648643494
dry-bean,8,gini,0.9318515797207936,0.9122291590157914,840.6100232601166
dry-bean,8,entropy,0.9308412931667891,0.9085567388909291,777.9508385658264

electrical-grid-stability,3,gini,0.988,0.983,1.1710033416748047
electrical-grid-stability,3,entropy,0.988,0.983,0.9544987678527832
electrical-grid-stability,4,gini,0.988,0.983,1.849820613861084
electrical-grid-stability,4,entropy,0.988,0.983,1.885427713394165
electrical-grid-stability,5,gini,0.988125,0.983,4.058199405670166
electrical-grid-stability,5,entropy,0.988,0.983,4.156899690628052
electrical-grid-stability,6,gini,0.98875,0.981,10.212625741958618
electrical-grid-stability,6,entropy,0.9885,0.9815,10.413486957550049
electrical-grid-stability,7,gini,0.99025,0.9785,29.08360242843628
electrical-grid-stability,7,entropy,0.989375,0.983,28.942111015319824
electrical-grid-stability,8,gini,0.992625,0.9795,91.31906604766846
electrical-grid-stability,8,entropy,0.9915,0.982,85.33800554275513

occupancy-estimation,3,gini,0.9892632358385783,0.9846989141164857,2.106060743331909
occupancy-estimation,3,entropy,0.9892632358385783,0.9846989141164857,2.1138861179351807
occupancy-estimation,4,gini,0.994816734542762,0.9901283316880553,5.564777612686157
occupancy-estimation,4,entropy,0.9945699123781315,0.9906219151036525,5.612524509429932
occupancy-estimation,5,gini,0.9974083672713809,0.9930898321816387,14.251216888427734
occupancy-estimation,5,entropy,0.9976551894360114,0.9930898321816387,12.795389175415039
occupancy-estimation,6,gini,0.9985190670122177,0.993583415597236,35.59311366081238
occupancy-estimation,6,entropy,0.9982722448475874,0.993583415597236,23.98195791244507
occupancy-estimation,7,gini,0.999382944588424,0.9955577492596249,81.08553504943848
occupancy-estimation,7,entropy,0.9992595335061089,0.9945705824284304,38.40198588371277
occupancy-estimation,8,gini,0.9998765889176848,0.9955577492596249,155.64955520629883
occupancy-estimation,8,entropy,0.9998765889176848,0.993583415597236,62.43561553955078

miniboone,3,gini,0.864854734697408,0.866605158958982,45.87729787826538
miniboone,3,entropy,0.8636149580494181,0.865951639564833,48.3323609828949
miniboone,4,gini,0.8770314557284409,0.8790989120824203,154.52329874038696
miniboone,4,entropy,0.8769449596832323,0.8792526813516319,154.04825806617737
miniboone,5,gini,0.8891024593708854,0.888709491408142,298.9425354003906
miniboone,5,entropy,0.8891505127293347,0.8873640103025411,302.23124051094055
miniboone,6,gini,0.899443542109158,0.8992811286664361,641.8657097816467
miniboone,6,entropy,0.8987611844191791,0.8985507246376812,674.1125254631042
miniboone,7,gini,0.9066419352048515,0.9026256102717872,1479.331829071045
miniboone,7,entropy,0.9057865854244553,0.9012801291661862,1567.05028963089
miniboone,8,gini,0.9148110061412192,0.905085918579172,3445.5580093860626
miniboone,8,entropy,0.9135712294932293,0.9048937069926575,3804.642758846283

sensorless-drive-diagnosis,3,gini,0.4893712478902728,0.4862416680909246,28.932690382003784
sensorless-drive-diagnosis,3,entropy,0.47606127288653405,0.4742779012134678,28.82590389251709
sensorless-drive-diagnosis,4,gini,0.5971542717969535,0.5968210562297043,101.73792600631714
sensorless-drive-diagnosis,4,entropy,0.5956801333133933,0.5947701247649975,105.25921821594238
sensorless-drive-diagnosis,5,gini,0.6539833785544897,0.6559562467954196,242.1232249736786
sensorless-drive-diagnosis,5,entropy,0.6419552631016728,0.6447615792172279,243.8912947177887
sensorless-drive-diagnosis,6,gini,0.7171149614373918,0.7114168518202016,649.2780041694641
sensorless-drive-diagnosis,6,entropy,0.7139530412117846,0.708853187489318,653.6859700679779
sensorless-drive-diagnosis,7,gini,0.771337620441387,0.7653392582464535,1859.7473554611206
sensorless-drive-diagnosis,7,entropy,0.7721067361719401,0.7664501794565032,1870.7961719036102
sensorless-drive-diagnosis,8,gini,0.8135535283184139,0.8046487779866689,5382.5916957855225
sensorless-drive-diagnosis,8,entropy,0.8123357617450382,0.8034524012989233,5445.054228067398

ml-prove,3,gini,0.44768962510897997,0.4326797385620915,3.523880958557129
ml-prove,3,entropy,0.4470357454228422,0.43790849673202614,2.5422961711883545
ml-prove,4,gini,0.47384481255448996,0.4588235294117647,4.083504915237427
ml-prove,4,entropy,0.4771142109851787,0.46078431372549017,4.141174077987671
ml-prove,5,gini,0.5093722755013078,0.4725490196078431,11.265743732452393
ml-prove,5,entropy,0.5082824760244115,0.4895424836601307,12.111174821853638
ml-prove,6,gini,0.5381429816913688,0.4895424836601307,33.50361704826355
ml-prove,6,entropy,0.5346556233653008,0.5058823529411764,32.79046607017517
ml-prove,7,gini,0.5673496076721883,0.5084967320261438,102.23804521560669
ml-prove,7,entropy,0.5645161290322581,0.5065359477124183,114.18987488746643
ml-prove,8,gini,0.6046207497820401,0.5176470588235295,327.6850390434265
ml-prove,8,entropy,0.6006974716652136,0.5045751633986928,391.21038007736206

avila,3,gini,0.5624161073825503,0.5598352016863083,11.382620096206665
avila,3,entropy,0.5639501438159157,0.5640509725016767,8.249401092529297
avila,4,gini,0.5899328859060403,0.582926128197758,22.14260697364807
avila,4,entropy,0.5884947267497603,0.5869502730669732,22.105064868927002
avila,5,gini,0.6351869606903164,0.6226885120245281,60.01027989387512
avila,5,entropy,0.6298178331735379,0.6268084698668199,58.654279947280884
avila,6,gini,0.6767976989453499,0.6644629682859059,162.56580305099487
avila,6,entropy,0.675934803451582,0.6608220753089968,196.1487331390381
avila,7,gini,0.7290508149568552,0.7103573823895756,507.50031995773315
avila,7,entropy,0.7279961649089166,0.71217782887803,487.4449100494385
avila,8,gini,0.7870565675934803,0.7694739867778098,1365.8926680088043
avila,8,entropy,0.7860019175455417,0.7694739867778098,1168.4106678962708
